🦠 ВОЗ: нет доказательств того, что люди, которые выздоровели от COVID-19 и имеют антитела, защищены от повторного инфекцирования.	True	0.997693121433258
Трамп заявил, что он принимает гидроксихлорохин для профилактики коронавируса — Reuters	True	0.9976878166198729
Китайские медики утверждают, что нашли эффективные способ лечения коронавруса — это переливание плазмы крови больным от выздоравливающих.	True	0.9976810216903688
Отметим, что ранее доктор Комаровский не исключил, что коронавирусом можно переболеть не зная об этом.	True	0.9976072311401368
Вирус не исчезает одновременно со смертью больного от COVID-19.	True	0.9975886344909668
ВОЗ посоветовала отказаться от алкоголя и сигарет для борьбы с коронавирусом: Гендиректор ВОЗ Тедрос Адханом Гебрейесус пояснил, что курение может увеличить риск развития тяжелой формы заболевания в случае заражения.	True	0.9975782036781312
!!Отоларингологическое общество Испании (SEORL-CCC) подозревает, что одним из симптомов поражения COVID19 может быть изменения в восприятии запахов и вкуса, а также боль в горле, не объясняемая другими причинами.	True	0.9975735545158386
Паника, вызванная эпидемией коронавируса и изобилием ложной информации, подталкивает людей на необдуманные поступки.	True	0.9975588321685792
Гипотеза о том, что перенесенный коронавирус защищает от COVID-19, не подтверждена - ВОЗ	True	0.9975523352622986
Как выяснили ученые, некоторые клетки в носу содержат белки, по которым штамм SARS-CoV-2 и бьет в первую очередь.	True	0.9975500702857972
Власти Китая ввели смертную казнь за намеренное сокрытие симптомов нового типа коронавируса COVID-19 или искажение информации о состоянии больного.	True	0.9975392818450928
🧔 Медики из Пекина выяснили, что мужчины и женщины одинаково часто заражаются коронавирусом нового типа, однако мужчины гораздо чаще попадают в реанимацию и вдвое чаще умирают от COVID-19.	True	0.997538685798645
🦠Ирландские ученые провели исследование, которое доказало, что у больных коронавирусом с аномальным свертыванием крови повышен риск смертности.	True	0.9975233674049376
Это означает, что китайские власти больше не учитывают факт заражения коронавирусом до появления симптомов	True	0.9975136518478394
Коронавирус может проявляться бессимптомно или же по своим признакам быть похожим на сезонную ОРВИ.	True	0.9975128173828124
Носитель нового коронавируса становится опасен для окружающих сразу после заражения - задолго до того, как у него появятся или не появятся первые симптомы.	True	0.9974945783615112
Люди, переболевшие новым коронавирусом, могут оставаться носителями COVID-19 и должны проходить повторное тестирование, заявил вирусолог, директор центра изучения и исследований Безансона Филипп Гумберт.	True	0.9974935054779052
Домашние животные не могут распространять коронавирус.	True	0.997489333152771
Ученые из Сколково обнаружили, что обработанная холодной плазмой вода может эффективно бороться против бактерий, грибков и вирусов, включая коронавирус SARS-CoV-2.	True	0.99748295545578
Глава ВОЗ заявил, что вакцины и лекарства не положат конец пандемии Сovid-19, если мы не сможем обеспечить справедливое распределение	True	0.9974597096443176
"Так, по данным ученых из Оксфордского университета, существует пять ""легких"" симптомов (не температура, сухой кашель и озноб), которые могут говорить о том, что это коронавирус."	True	0.9974581599235536
А он не даст назначение пока нет симптомов, уже была несколько таких случаев, когда люди, приехавшие из стран где есть коронавирус хотели протестироваться, но им отказывали.	True	0.9974486231803894
