Особенно большая нагрузка легла на педагогов, которым пришлось осваивать дистанционные технологии.	False	0.006163293961435556
«Игровые площадки возле каждого дома заполнены детьми.	False	0.013581677339971066
Освобождённые места пока остаются в резерве.	False	0.013824360445141792
За весь период в России от коронавируса скончались 14 931 человек.	False	0.03481841832399368
Премьер Японии Синдзо Абэ заявил об отмене режима ЧС по всей стране	False	0.045500755310058594
🤷 Губернатор Орловской области Андрей Клычков предложил поработать в больницах региона всем, кто не верит в существование новой коронавирусной инфекции	False	0.06002921983599663
В Европе выявлены случаи повторного заражения коронавирусом	False	0.06184922903776169
Еще раз напоминаем: режим самоизоляции обязателен для всех жителей Мордовии!	False	0.07114351540803909
Куда написать о том, что некоторые предприятия не соблюдают режим самоизоляции?	False	0.07421211898326874
Говорят, что грипп разный каждый год. Если это правда, то насколько эффективны вакцины от него?	False	0.07795306295156479
Закуплено достаточное количество лекарств, которые на данный момент наиболее эффективны для лечения больных с COVID-19 (включая гидроксихлорохин, азитромицин и другие).	False	0.07859481126070023
От нашей дисциплины, собранности, соблюдения требований самоизоляции на майских праздниках сейчас как никогда зависит здоровье и будущее всех жителей Мордовии.	False	0.08921327441930771
Худшее в эпидемии коронавируса позади, но сейчас не время для вечеринок – премьер Италии	False	0.0892486497759819
2Институт Минздрава объяснил, почему в России реже болеют коронавирусом.	False	0.08961328119039537
Люди с положительным анализом на коронавирус, но не имеющие жалоб, не должны включаться в статистику заболеваемости - рекомендации Минздрава РФ	False	0.09367427974939346
В Белоруссии до сих пор не остановили чемпионат по футболу (матчи проходят со зрителями).	False	0.10769860446453093
Госпитализация сейчас проводится в соответствии с прежней логистикой при наличии показаний (включая результаты КТ, насыщение кислородом, повышенную температуру и другие).	False	0.12078366428613665
Власти Монако в рамках борьбы с распространением коронавируса бесплатно раздадут защитные маски всем жителям княжества	False	0.12652869522571564
Российская премьер-лига заявила, что до конца сезона матчи чемпионата России по футболу будут проходить без зрителей.	False	0.1380241960287094
Медицинская помощь всем пациентам с подозрением на новую коронавирусную инфекцию оказывается на бесплатной основе.	False	0.14654569327831268
Глава Минздрава рекомендует перенести ЕГЭ из-за ситуации с коронавирусом на август-сентябрь, в мае-июне его точно не должно быть	False	0.1622438132762909
Роспотребнадзор сообщил, что уже на следующей неделе будет зарегистрирована тест-система, выявляющая антитела, способные побороть коронавирус при переливании плазмы.	False	0.1682092696428299
— для прогулки с собакой не дальше ста метров от дома;	False	0.1756172776222229
Россияне в период самоизоляции стали чаще покупать водку — ТАСС	False	0.17682985961437225
!! Италия закрывает все школы и университеты по всей стране из-за коронавируса	False	0.1770300269126892
Собянин: ситуация с коронавирусом в Москве становится все более проблемной.	False	0.17722858488559726
Обеспечьте все профилактические меры и санитарно-гигиенические требования – и для своих работников, и для посетителей!	False	0.18500548601150515
